Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Test Precision,Test Recall,Test F1-score,Fold
35,0.6538870439809912,0.648857898571912,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
36,0.6526674242580638,0.6470689913805794,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
37,0.6511257431086372,0.6453417995396782,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
38,0.6499954321805168,0.6434133543687708,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
39,0.6484414391657886,0.6413956231930676,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
40,0.6468784178004545,0.639701841508641,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
41,0.645983404972974,0.6374204684706295,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
42,0.643521761192995,0.6349537933574003,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
43,0.6420742623946246,0.6320553386912626,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
44,0.640267855980817,0.6291443425066331,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
45,0.6388217035461875,0.6266894954092362,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
46,0.6354739806231331,0.6230665305081535,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
47,0.6333137925933389,0.6194778575616724,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
48,0.630283022628111,0.6153704944778892,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
49,0.627530483638539,0.6107676449943992,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
50,0.6242158798610463,0.6061642976368175,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
51,0.6217122884357676,0.6004286373362822,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
52,0.6171294871498557,0.5955942273139954,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
53,0.6128163407830631,0.5898766833193162,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
54,0.6083958219079411,0.5828150353010964,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,0
55,0.6036942320711473,0.5759680481518016,0.6029411764705882,0.7058823529411765,0.6785714285714286,0.95,0.7916666666666666,0
56,0.5983686832820668,0.5674236557062935,0.7352941176470589,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
57,0.5931305376922383,0.5592380025807548,0.7647058823529411,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
58,0.5864556519424214,0.5511613172643325,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
59,0.5803018913549536,0.5415449037271387,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
60,0.5754557953161352,0.5296241220305947,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
61,0.5670393179444706,0.5213014623698067,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
62,0.5615024286157945,0.5128169480492087,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
63,0.5552532743005192,0.5045386307379779,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
64,0.5493127598482019,0.4977392519221586,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
65,0.5450478511698106,0.490332214271321,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
66,0.5386039456900429,0.48456497753367705,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
67,0.5347313372527852,0.47802742263850045,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
68,0.529882467844907,0.47328971939928394,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
69,0.5267110800041872,0.46785352422910575,0.8088235294117647,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
70,0.5221222043037415,0.4632980490432066,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
71,0.5190734460073358,0.45984548505614786,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
72,0.5153872966766357,0.4560130957294913,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
73,0.510980041588054,0.4537599016638363,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
74,0.5077963015612434,0.4503565500764286,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
75,0.5037505223470575,0.447196620352128,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
76,0.49929507515009713,0.4459071001585792,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
77,0.495803598095389,0.44296707475886626,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
78,0.49228544270291047,0.43817403211313133,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
79,0.4883958644726697,0.43541403903680687,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
80,0.4867413096568164,0.43259401531780467,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
81,0.4815031938693103,0.4294498615405139,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
82,0.4780893054078607,0.4262092972502989,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
83,0.4742102062000948,0.42334704013431773,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
84,0.47029366125078764,0.4211452533217037,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
85,0.4670923676560907,0.41767430305480957,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
86,0.46284592063987956,0.41401183079270754,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
87,0.4592636604519451,0.41228066823061776,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
88,0.45284827316508575,0.4083799404256484,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
89,0.44763585311525006,0.40557616335504193,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
90,0.4417540825465146,0.4024285533848931,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
91,0.4361330507432713,0.39892832847202525,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
92,0.4318332601996029,0.3956194949500701,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
93,0.42507656006252065,0.3923238629803938,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
94,0.4194754484821768,0.38916964040083046,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
95,0.41349565719856934,0.38681231439113617,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
96,0.4102235646808849,0.3824371117002824,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
97,0.4043005634756649,0.3835775326280033,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
98,0.39952489295426535,0.3773742475930382,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
99,0.3948427666636074,0.37410927870694327,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
100,0.38914192687062654,0.37396789648953604,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
101,0.38601234555244446,0.3720918157521416,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
102,0.38216550297596874,0.36632058900945325,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
103,0.3791099462439032,0.36454764183829813,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
104,0.3770091086626053,0.36382173965958986,0.8161764705882353,0.8529411764705882,0.8571428571428571,0.9,0.8780487804878049,0
105,0.37323182821273804,0.36170442139401154,0.8308823529411765,0.8235294117647058,0.85,0.85,0.85,0
106,0.3702232925330891,0.3576461602659786,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
107,0.368955832632149,0.35467540165957284,0.8602941176470589,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
108,0.36674802005290985,0.35444540749577913,0.8602941176470589,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
109,0.3668787137550466,0.3517836349851945,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
110,0.36539000097443075,0.3582523802624029,0.8529411764705882,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
111,0.3606115088743322,0.3526756553088917,0.8676470588235294,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
112,0.3606527048875304,0.3439483835416682,0.8529411764705882,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
113,0.3580051231033662,0.3451285695328432,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
114,0.3582215949016459,0.3417365849018097,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
115,0.35896750232752633,0.3485133998534259,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
116,0.35207732021808624,0.3383633809931138,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
117,0.35300301190684824,0.3378507328384063,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
118,0.3524087132776485,0.3402034578954472,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
119,0.3523525437887977,0.3412313294761321,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
120,0.34811006311108084,0.3333659803166109,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
121,0.3473561651566449,0.3312280511154848,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
122,0.34694985300302505,0.3342993141097181,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
123,0.3526625979472609,0.3279043453581193,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
124,0.3478208469117389,0.32886036441606636,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
125,0.34350943872157264,0.3302341647007886,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
126,0.3420860811191447,0.32545549028060017,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
127,0.3420705707634197,0.3239772959667094,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
128,0.34140397082356844,0.32286829019294067,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
129,0.3414693834150539,0.3258606949273278,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
130,0.3424416780471802,0.32008498205858116,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
131,0.3377828260554987,0.32250576247187224,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
132,0.33994072500397177,0.32249099410632076,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
133,0.343714656198726,0.315851314979441,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
134,0.33517248446450515,0.32098863931263194,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
135,0.33691130753825693,0.317415974157698,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
136,0.33423448354005814,0.3132080308654729,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
137,0.33265474394840355,0.3144366771859281,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
138,0.3356987474595799,0.3130260096753345,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
139,0.33138997063917275,0.3096771503196043,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
140,0.3299032318241456,0.31116127617218914,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
141,0.329337663071997,0.30838298096376304,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
142,0.3298300587955643,0.30680418014526367,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
143,0.32906225981081233,0.3058941355522941,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
144,0.32755136840483723,0.30504022713969736,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
145,0.3266971904565306,0.3045794385321,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
146,0.3257661531953251,0.3026574311010978,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
147,0.32507821917533875,0.30264823796118007,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
148,0.325558656717048,0.30128037578919353,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
149,0.32382532121504054,0.29997823913307753,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
150,0.3226660148185842,0.3005565115634133,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
151,0.32250671264003306,0.2982779224129284,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
152,0.3220532260396901,0.29722034317605633,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
153,0.32096390732947516,0.29681511135662303,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
154,0.32006894314990325,0.2974192938383888,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
155,0.3207899261923397,0.294479778584312,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
156,0.3210047820911688,0.2960190689739059,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
157,0.3201039411565837,0.29214545470826764,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
158,0.3192722078631906,0.29218965856467977,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
159,0.31839147297775044,0.29050929669071646,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
160,0.31703151937793284,0.2930525317788124,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
161,0.31565771251916885,0.28954295814037323,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
162,0.318937505431035,0.2883574129904018,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
163,0.31994254536488476,0.2933792820309891,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
164,0.3149229629951365,0.28799378258340497,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
165,0.3150738848044592,0.2874275424024638,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
166,0.31299713692244363,0.28574705825132485,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
167,0.31322920804514603,0.2845144578639199,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
168,0.3118970025988186,0.2841070837834302,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
169,0.31188269660753365,0.2845739432994057,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
170,0.3125467353007373,0.2823903039097786,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
171,0.3123115673661232,0.28299298838657494,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
172,0.30901554577490864,0.2811329860021086,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
173,0.30917465248528647,0.28040697294123035,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
174,0.30929406600839954,0.27978648508296294,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
175,0.30829959055956674,0.2791226948885357,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
176,0.308903013520381,0.2775876127621707,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
177,0.30844759634312463,0.2785377872779089,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
178,0.30694606856388207,0.27646639373372583,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
179,0.30819637679001866,0.27641529852853103,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
180,0.3056061868281925,0.275430882240043,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
181,0.3051760691930266,0.2757272724719608,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
182,0.30574285238981247,0.27544763048782067,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
183,0.30621809161761226,0.27364058967898874,0.8382352941176471,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
184,0.304506019634359,0.27585868493599053,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
185,0.303019474096158,0.27243512605919556,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
186,0.3028251200037844,0.27122756006086574,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
187,0.30215075480587344,0.2717495863051975,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
188,0.30365471015958223,0.2711019060190986,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
189,0.3017775232301039,0.26918650550000806,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
190,0.3032417946002063,0.2687685557586305,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
191,0.3013041760115063,0.26929356617962613,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
192,0.3011856440673856,0.26783748387413864,0.8382352941176471,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
193,0.2999825414051028,0.26777354671674614,0.8382352941176471,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
194,0.29989664256572723,0.266297381152125,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
195,0.2992584499366143,0.2656143018428017,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
196,0.30142682703102336,0.268273000331486,0.8382352941176471,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
197,0.2976938288877992,0.264537715298288,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
198,0.2982362565748832,0.2647799115408869,0.8529411764705882,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
199,0.29797330805483985,0.26475173169199157,0.8455882352941176,0.8529411764705882,0.8947368421052632,0.85,0.8717948717948718,0
200,0.2964493921574424,0.2637416803661515,0.8455882352941176,0.8823529411764706,0.9444444444444444,0.85,0.8947368421052632,0
1,0.6973211695166195,0.6951950367759255,0.40441176470588236,0.4117647058823529,0.0,0.0,0.0,1
2,0.6957253182635588,0.6935533635756549,0.40441176470588236,0.4117647058823529,0.0,0.0,0.0,1
3,0.6943288901272942,0.6919127071605009,0.40441176470588236,0.38235294117647056,0.0,0.0,0.0,1
4,0.6924687378546771,0.6908007439445046,0.375,0.47058823529411764,0.6666666666666666,0.2,0.3076923076923077,1
5,0.6912834574194515,0.6892635471680585,0.625,0.8235294117647058,0.8181818181818182,0.9,0.8571428571428571,1
6,0.6897089761846206,0.6878818799467648,0.7647058823529411,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
7,0.688288523870356,0.6864537772010354,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
8,0.686826344798593,0.685127012869891,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
9,0.6853627282030442,0.6837531538570628,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
10,0.6839396708151874,0.6821748999988332,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
11,0.6825425239170299,0.6804553620955524,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
12,0.6807380213456995,0.6788811262916116,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
13,0.6792060487410602,0.676937509985531,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
14,0.6772002086919897,0.6750868488760555,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
15,0.6753037361537709,0.6730423184002147,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
16,0.6735108670066384,0.6705836513463188,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
17,0.6710389361662024,0.6679809864829568,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
18,0.6684384100577411,0.6653568183674532,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
19,0.6659595159923329,0.6622638141407686,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
20,0.6632054658497081,0.6585393618134892,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
21,0.659632616183337,0.6547814747866463,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
22,0.6559864983839148,0.6505410916665021,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
23,0.6523154693491319,0.6457043745938469,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
24,0.6477602264460396,0.640447199344635,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
25,0.6433872580528259,0.634399273816277,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
26,0.6378814157317666,0.6275641918182373,0.5955882352941176,0.5882352941176471,0.5882352941176471,1.0,0.7407407407407407,1
